barcodes,celltype
5796,Baso
5247,Baso
2673,Monocyte
56,Neutrophil
3256,Baso
3902,Baso
5674,Baso
4948,Monocyte
1370,Baso
3840,HSPC
2954,HSPC
5807,HSPC
2256,Baso
739,Neutrophil
3790,HSPC
1180,Baso
4921,Neutrophil
3592,Baso
4904,HSPC
1930,Neutrophil
755,Baso
5807,Monocyte
5151,Neutrophil
5198,Baso
4879,Neutrophil
2539,HSPC
5236,HSPC
3269,Baso
1099,Neutrophil
2319,Neutrophil
5795,HSPC
784,Monocyte
3345,Neutrophil
739,Monocyte
2199,Neutrophil
739,Monocyte
2954,HSPC
766,HSPC
570,Baso
3925,Baso
3489,HSPC
766,Monocyte
982,Baso
3301,Neutrophil
2683,Neutrophil
4942,Neutrophil
2764,Neutrophil
784,Neutrophil
784,HSPC
1555,Monocyte
5807,Monocyte
1983,Baso
285,Neutrophil
5573,Monocyte
2831,Monocyte
1749,HSPC
3966,HSPC
2247,HSPC
4730,Monocyte
2501,Baso
5138,Neutrophil
2831,Monocyte
784,Monocyte
3374,Baso
5281,Baso
210,Monocyte
512,Neutrophil
5807,Baso
4948,HSPC
2607,HSPC
5375,HSPC
5295,Baso
3301,Neutrophil
2580,HSPC
5476,HSPC
2921,Monocyte
4042,Baso
4334,Baso
292,Monocyte
3423,Neutrophil
2266,Monocyte
3585,Baso
5793,HSPC
5209,Neutrophil
5703,HSPC
4812,HSPC
1099,Neutrophil
5209,Neutrophil
5807,HSPC
739,Monocyte
965,Neutrophil
1843,Neutrophil
3489,HSPC
5150,Baso
301,Neutrophil
4948,Monocyte
1454,Neutrophil
760,Baso
5236,HSPC
2014,Monocyte
4521,HSPC
3840,Monocyte
4854,HSPC
5151,Monocyte
2294,Neutrophil
5715,Baso
1843,Neutrophil
5842,HSPC
2834,HSPC
1555,Monocyte
4948,Monocyte
4730,HSPC
5648,Monocyte
2722,Baso
2607,HSPC
5581,Neutrophil
739,Neutrophil
2091,Neutrophil
2673,Monocyte
2367,Baso
716,Neutrophil
626,Baso
2224,HSPC
4724,Baso
784,Neutrophil
1555,Monocyte
917,Monocyte
3600,Baso
2722,Baso
4932,Neutrophil
5265,Neutrophil
2884,Neutrophil
3186,HSPC
5078,HSPC
3585,Baso
1484,Neutrophil
4143,HSPC
962,Neutrophil
4573,Neutrophil
3383,Baso
356,Neutrophil
739,Neutrophil
2224,HSPC
2191,Monocyte
1749,HSPC
3345,HSPC
1312,Neutrophil
82,Neutrophil
1095,Neutrophil
4677,Neutrophil
2224,HSPC
5151,Monocyte
3494,Neutrophil
5515,Neutrophil
784,HSPC
3600,Baso
3671,HSPC
2791,Monocyte
2005,Monocyte
3839,Neutrophil
5739,HSPC
2831,Monocyte
784,HSPC
917,Monocyte
4730,Monocyte
3991,HSPC
5768,HSPC
3446,Neutrophil
2611,Neutrophil
5648,Monocyte
2791,Monocyte
1070,HSPC
2200,Neutrophil
882,HSPC
1,Neutrophil
3193,Monocyte
1312,Neutrophil
301,Neutrophil
4339,Neutrophil
4758,Neutrophil
4222,Baso
3840,HSPC
766,Monocyte
1555,Monocyte
784,HSPC
2369,Neutrophil
5138,Neutrophil
292,Monocyte
693,Neutrophil
4339,Neutrophil
2224,Neutrophil
5703,HSPC
3804,HSPC
2247,HSPC
3631,HSPC
1943,Neutrophil
1604,Neutrophil
1325,HSPC
3374,Baso
962,Neutrophil
210,Monocyte
3345,Neutrophil
2834,Neutrophil
5807,HSPC
4948,Monocyte
3682,Baso
5547,Neutrophil
3924,Neutrophil
5654,Neutrophil
5648,Monocyte
1180,Baso
2791,Monocyte
346,HSPC
4013,Neutrophil
1555,Monocyte
2877,Neutrophil
570,Baso
3250,HSPC
766,Neutrophil
3383,Baso
5198,Baso
2247,Neutrophil
544,HSPC
2660,Monocyte
3765,Neutrophil
3902,Baso
784,Neutrophil
2457,Baso
285,Neutrophil
3408,HSPC
1024,Neutrophil
3600,Baso
675,Neutrophil
1095,Neutrophil
1140,Neutrophil
580,HSPC
1140,Baso
3301,Neutrophil
4805,HSPC
5648,Monocyte
4818,Baso
2768,Baso
3096,Neutrophil
1456,Monocyte
1476,Neutrophil
2256,Baso
4949,Baso
3804,Neutrophil
1555,Monocyte
739,Neutrophil
5142,HSPC
4621,Monocyte
3096,Neutrophil
4730,Monocyte
497,Neutrophil
5236,HSPC
2367,Baso
356,Neutrophil
965,Neutrophil
5150,Baso
1312,Neutrophil
3753,Neutrophil
3206,Neutrophil
3522,Neutrophil
5295,Baso
2417,Baso
1180,Baso
516,Baso
5842,HSPC
4948,Monocyte
4334,Baso
1140,Baso
5703,HSPC
510,Neutrophil
3840,HSPC
5795,HSPC
5553,Neutrophil
3522,HSPC
4341,HSPC
3408,Monocyte
4143,HSPC
4334,Baso
273,Monocyte
2200,Neutrophil
5146,Neutrophil
544,Erythroid
1156,HSPC
2954,HSPC
5842,HSPC
5776,Neutrophil
5295,Baso
1555,HSPC
4879,Neutrophil
2255,Baso
2811,Neutrophil
5795,HSPC
2883,Neutrophil
5295,Baso
1370,Baso
285,Neutrophil
292,Monocyte
3979,Baso
3494,Neutrophil
3765,Neutrophil
5375,HSPC
4948,Monocyte
544,HSPC
5446,Monocyte
1322,Monocyte
766,HSPC
3804,HSPC
4724,Baso
2222,Monocyte
1099,Neutrophil
5553,Neutrophil
5648,Monocyte
3324,Neutrophil
4143,HSPC
5375,HSPC
962,Neutrophil
99,HSPC
3093,Baso
2224,Monocyte
2791,Monocyte
4766,Monocyte
292,Monocyte
1555,Monocyte
5024,Baso
1052,Erythroid
5150,Baso
5515,Neutrophil
3007,Monocyte
398,HSPC
2224,HSPC
3840,HSPC
3646,HSPC
5265,Neutrophil
4948,Monocyte
4082,Monocyte
766,Monocyte
2224,Monocyte
2367,Baso
5236,HSPC
2673,HSPC
962,Neutrophil
2660,Monocyte
614,Neutrophil
3925,Baso
3522,Monocyte
346,HSPC
2002,Neutrophil
1999,Neutrophil
609,Baso
4304,Neutrophil
2791,Monocyte
1711,Monocyte
3631,Monocyte
5573,Monocyte
3753,Neutrophil
4948,HSPC
5220,Neutrophil
1180,Baso
4957,Monocyte
99,HSPC
3186,HSPC
2015,Neutrophil
5138,Neutrophil
4543,Baso
5776,Neutrophil
292,Monocyte
390,Monocyte
784,Monocyte
5547,Neutrophil
5647,Lymphoid
1261,Neutrophil
3186,HSPC
5302,HSPC
4381,Monocyte
3840,Monocyte
2191,Monocyte
4771,Monocyte
3979,Baso
3600,Baso
5842,HSPC
99,HSPC
1930,Neutrophil
4771,Monocyte
3840,Monocyte
1325,Baso
5663,Baso
3345,HSPC
5663,Baso
766,Neutrophil
784,HSPC
2224,Monocyte
509,HSPC
5553,Neutrophil
4730,Monocyte
5135,Erythroid
3671,HSPC
5590,Neutrophil
962,Neutrophil
626,Baso
5170,Neutrophil
5302,HSPC
1691,Neutrophil
3830,Neutrophil
3869,HSPC
1813,Baso
301,Neutrophil
5209,Monocyte
1604,Neutrophil
1140,Baso
2,Neutrophil
4341,HSPC
3991,HSPC
3991,HSPC
2014,Monocyte
292,Monocyte
2791,Monocyte
1261,HSPC
99,Monocyte
962,Neutrophil
4739,Monocyte
3925,HSPC
2683,Neutrophil
965,Neutrophil
2005,Neutrophil
5446,Neutrophil
917,Monocyte
5173,HSPC
1983,Baso
2014,Monocyte
962,Neutrophil
2200,Neutrophil
2,Neutrophil
3804,HSPC
3830,Neutrophil
784,Neutrophil
766,Monocyte
453,HSPC
3869,Neutrophil
3301,Neutrophil
3803,Baso
716,Neutrophil
570,Baso
5793,HSPC
2005,HSPC
2189,Neutrophil
5553,Neutrophil
2722,Baso
697,Baso
2683,Neutrophil
4904,HSPC
3840,HSPC
1070,HSPC
1510,Lymphoid
3598,Monocyte
2247,Neutrophil
3015,Monocyte
5302,HSPC
5581,Neutrophil
5862,Monocyte
3806,Monocyte
516,Baso
4942,Neutrophil
238,HSPC
766,Monocyte
2954,HSPC
626,Baso
5209,Monocyte
3904,Baso
3991,Monocyte
5663,Baso
4739,Monocyte
3840,HSPC
998,HSPC
2,Neutrophil
3991,HSPC
4948,Monocyte
2190,HSPC
3631,Monocyte
3522,HSPC
815,Neutrophil
273,Monocyte
2722,Baso
5745,Baso
4812,HSPC
2255,Baso
4085,Neutrophil
2877,Neutrophil
952,Monocyte
3902,Baso
3301,Neutrophil
917,Monocyte
2224,Monocyte
3383,Baso
5795,HSPC
962,Neutrophil
3991,HSPC
5807,Neutrophil
453,HSPC
3925,Baso
4904,Baso
2607,HSPC
3979,Baso
5773,Neutrophil
3765,Neutrophil
4176,Neutrophil
4870,Erythroid
3374,Baso
5591,Neutrophil
5142,HSPC
4928,Baso
56,Neutrophil
4758,Neutrophil
2921,Monocyte
99,Monocyte
2256,Baso
3193,Monocyte
3206,Neutrophil
724,Neutrophil
4573,Neutrophil
5842,HSPC
2673,Neutrophil
453,HSPC
739,Monocyte
1484,Neutrophil
965,Neutrophil
4339,Neutrophil
2606,Monocyte
3763,HSPC
2673,HSPC
2190,HSPC
4635,Neutrophil
1978,Neutrophil
3804,HSPC
4870,HSPC
675,Neutrophil
285,Neutrophil
4042,Baso
3150,HSPC
5745,Baso
1604,Neutrophil
2125,Neutrophil
3150,HSPC
784,Neutrophil
5810,HSPC
3753,Neutrophil
3671,Erythroid
2791,Monocyte
2110,Neutrophil
5718,Monocyte
392,Neutrophil
2224,Monocyte
3003,Monocyte
456,Monocyte
2164,HSPC
5739,HSPC
2673,Monocyte
1555,Monocyte
1,Neutrophil
1843,Neutrophil
5745,Baso
3374,Baso
2660,Monocyte
4948,Monocyte
4677,Neutrophil
1476,Neutrophil
2791,Monocyte
5142,HSPC
3266,Baso
739,Monocyte
3830,Neutrophil
614,Neutrophil
766,Monocyte
2008,Neutrophil
4739,Monocyte
273,Monocyte
3286,Baso
2845,HSPC
5078,HSPC
3840,HSPC
5760,Erythroid
5663,Baso
4683,Erythroid
1,Neutrophil
2,Neutrophil
3269,HSPC
5513,Baso
3966,HSPC
2845,Baso
56,Neutrophil
2423,Neutrophil
1095,Neutrophil
102,HSPC
5198,Baso
193,Neutrophil
3804,Neutrophil
755,Baso
285,Neutrophil
1,Neutrophil
5295,Baso
1373,Monocyte
2930,HSPC
5718,Monocyte
2256,Baso
3065,HSPC
1377,Neutrophil
2224,Neutrophil
1943,Neutrophil
2381,Neutrophil
56,Neutrophil
5842,HSPC
5768,HSPC
2369,Neutrophil
4854,HSPC
962,Neutrophil
4381,HSPC
4609,Baso
4267,HSPC
2247,Neutrophil
3763,Erythroid
5281,Baso
3383,Baso
3345,HSPC
2,Neutrophil
5281,Baso
1180,Baso
2423,Neutrophil
4942,Neutrophil
3256,Baso
1099,HSPC
5375,HSPC
4730,Monocyte
3840,HSPC
1,Neutrophil
884,Monocyte
392,Neutrophil
2611,Neutrophil
1004,Neutrophil
2319,Neutrophil
4904,Baso
1,Neutrophil
2224,HSPC
2224,Monocyte
2200,Neutrophil
716,Neutrophil
2,Neutrophil
2008,Neutrophil
453,HSPC
2722,Baso
3902,Baso
4479,Neutrophil
2224,Neutrophil
99,HSPC
2247,Neutrophil
2191,Monocyte
2606,Monocyte
2200,Neutrophil
2224,Monocyte
301,Neutrophil
4401,Baso
497,Neutrophil
5692,Monocyte
3345,HSPC
5281,Baso
2791,Monocyte
5375,HSPC
2319,Neutrophil
766,Monocyte
2282,Baso
693,Neutrophil
5591,HSPC
2247,HSPC
2994,HSPC
5842,HSPC
3862,Monocyte
301,Neutrophil
2457,Baso
1405,Baso
614,Neutrophil
2764,Neutrophil
2005,HSPC
301,Neutrophil
99,HSPC
784,Neutrophil
3682,Baso
2224,HSPC
1604,Neutrophil
766,Monocyte
4730,Monocyte
4566,HSPC
4334,Baso
5648,Monocyte
5807,HSPC
4758,Baso
1004,Neutrophil
3345,HSPC
4948,Monocyte
301,Neutrophil
3752,Neutrophil
2266,Monocyte
4958,Neutrophil
784,Monocyte
784,Neutrophil
2005,HSPC
2589,HSPC
2673,Neutrophil
2632,HSPC
736,Baso
5648,Monocyte
4005,HSPC
3765,Neutrophil
512,Neutrophil
1711,Monocyte
3765,Neutrophil
3979,Baso
4758,Neutrophil
346,HSPC
5137,Neutrophil
609,Baso
1555,Monocyte
1325,HSPC
2791,Monocyte
3972,Baso
4879,HSPC
3804,HSPC
5288,Baso
2673,HSPC
1484,Neutrophil
4854,HSPC
1261,Monocyte
5573,Monocyte
2200,Neutrophil
5768,HSPC
2,Neutrophil
3345,Neutrophil
2417,Baso
2005,Neutrophil
2005,HSPC
4833,HSPC
510,Neutrophil
766,Neutrophil
3763,HSPC
784,Monocyte
3301,Neutrophil
3096,Monocyte
2791,Monocyte
1,Neutrophil
356,Neutrophil
766,Neutrophil
2990,Neutrophil
4479,HSPC
3206,Neutrophil
2834,HSPC
238,Erythroid
4879,Neutrophil
3265,HSPC
1266,Neutrophil
292,Monocyte
3671,HSPC
1312,Neutrophil
4721,Neutrophil
4222,Baso
2190,HSPC
301,Neutrophil
5209,HSPC
2848,HSPC
4948,Monocyte
1266,Neutrophil
2256,Baso
3979,Baso
3494,Neutrophil
3188,Baso
5295,Baso
3924,Neutrophil
962,Neutrophil
5793,HSPC
5739,HSPC
4543,Baso
3186,HSPC
3631,Neutrophil
2673,Monocyte
1745,Erythroid
5745,Baso
766,Neutrophil
3383,Baso
1343,Baso
301,Neutrophil
3902,Baso
2200,Neutrophil
982,Baso
982,Baso
2166,Baso
2199,Neutrophil
3646,Neutrophil
3869,Neutrophil
84,Baso
1261,Neutrophil
3671,HSPC
4948,Monocyte
2287,Baso
1004,Neutrophil
2199,Neutrophil
3383,Baso
2200,Neutrophil
4730,Monocyte
784,Monocyte
238,HSPC
346,HSPC
4739,Monocyte
5773,Neutrophil
2224,Monocyte
3301,Neutrophil
2673,Neutrophil
5205,Monocyte
2883,Neutrophil
2673,HSPC
5150,Baso
392,Neutrophil
210,Monocyte
917,Monocyte
5295,Baso
1325,Baso
1332,Neutrophil
1527,Neutrophil
4730,Monocyte
3991,HSPC
4724,Baso
2369,Neutrophil
3763,HSPC
766,Monocyte
1099,HSPC
4608,Baso
2200,Neutrophil
5648,Monocyte
1555,Monocyte
3991,HSPC
982,Baso
210,Monocyte
3840,HSPC
301,Neutrophil
5623,HSPC
4635,Neutrophil
3925,Baso
123,HSPC
3631,Monocyte
2199,Neutrophil
4870,HSPC
2164,HSPC
2954,HSPC
1261,Neutrophil
4334,Baso
2015,HSPC
1790,Neutrophil
5263,HSPC
4721,Neutrophil
3991,HSPC
3753,Neutrophil
3763,HSPC
5724,HSPC
5173,HSPC
5573,Monocyte
2008,Neutrophil
3093,Baso
1340,Baso
5763,HSPC
3494,Neutrophil
1604,Neutrophil
4085,Neutrophil
962,Neutrophil
1370,Baso
2673,Neutrophil
2224,Monocyte
5144,Neutrophil
1711,Monocyte
5137,Neutrophil
5776,Neutrophil
3592,Baso
1312,Neutrophil
4609,Baso
4677,Neutrophil
1095,Neutrophil
4479,Neutrophil
3830,Neutrophil
5137,Neutrophil
56,Neutrophil
2884,Neutrophil
716,Neutrophil
2580,HSPC
1943,Neutrophil
301,Neutrophil
766,Neutrophil
1353,Baso
4880,HSPC
4543,Baso
917,Monocyte
1930,Neutrophil
2256,Baso
4023,Baso
2660,Monocyte
3765,Neutrophil
292,Monocyte
301,Neutrophil
4608,Baso
5513,Baso
292,Monocyte
3840,HSPC
2580,HSPC
4543,Baso
4730,Monocyte
784,HSPC
5739,HSPC
2791,Monocyte
1312,Neutrophil
732,Monocyte
5663,Baso
292,Monocyte
3366,Erythroid
509,HSPC
2673,Neutrophil
3186,HSPC
693,Neutrophil
5745,Baso
3840,HSPC
2417,Baso
2417,Baso
2282,Baso
2417,Baso
4812,Erythroid
5151,Neutrophil
1527,Neutrophil
5739,HSPC
5281,Baso
3092,Monocyte
917,Monocyte
3902,Baso
2719,Monocyte
2660,Monocyte
2369,Neutrophil
356,Neutrophil
716,Neutrophil
962,Neutrophil
1555,Monocyte
3979,Baso
99,HSPC
998,HSPC
5515,Neutrophil
917,Monocyte
2831,Monocyte
2282,Baso
5515,Neutrophil
392,Neutrophil
4620,Neutrophil
2990,Neutrophil
3682,Baso
2632,HSPC
2005,HSPC
1370,Baso
5138,Neutrophil
5138,Neutrophil
4730,HSPC
1691,Neutrophil
2496,HSPC
2191,Monocyte
4085,Neutrophil
4730,Monocyte
292,Monocyte
2255,Baso
5807,Baso
3592,Baso
5281,Baso
2417,Baso
4948,Monocyte
3840,HSPC
766,Neutrophil
4812,HSPC
2791,Monocyte
2224,Neutrophil
1555,Monocyte
5648,Monocyte
4949,Baso
4912,Baso
2583,Neutrophil
1325,Baso
4381,Neutrophil
3489,HSPC
2791,Monocyte
5209,Monocyte
2811,Neutrophil
3840,Monocyte
3383,Baso
5137,Neutrophil
2539,Neutrophil
2319,HSPC
5047,Monocyte
1180,Baso
965,Neutrophil
5446,Monocyte
1180,Baso
2764,Neutrophil
2,Neutrophil
5796,Baso
3585,Baso
497,Neutrophil
4721,Neutrophil
2673,Monocyte
2580,HSPC
1555,Monocyte
1140,Baso
3902,Baso
2673,Neutrophil
4766,Monocyte
766,Neutrophil
5573,Monocyte
4948,Monocyte
1188,Baso
2632,HSPC
4968,HSPC
5302,HSPC
5209,Neutrophil
850,Monocyte
2722,Baso
593,Monocyte
5807,HSPC
5515,Neutrophil
301,Neutrophil
4341,HSPC
5265,Neutrophil
650,HSPC
4879,Neutrophil
453,HSPC
4928,Baso
5842,HSPC
5236,Baso
3979,Baso
2611,Neutrophil
4833,HSPC
3840,Monocyte
724,Neutrophil
1325,Baso
989,Erythroid
5591,Neutrophil
1839,Neutrophil
4845,Monocyte
5024,Baso
5253,Monocyte
301,Neutrophil
570,Baso
3093,Baso
2848,HSPC
1679,Neutrophil
2256,HSPC
99,HSPC
5776,Neutrophil
84,Baso
739,Monocyte
850,Monocyte
1749,HSPC
5515,Neutrophil
5295,Baso
2224,HSPC
238,HSPC
4217,Neutrophil
1259,Baso
2417,Baso
3458,Monocyte
346,HSPC
1180,Baso
3096,Monocyte
2222,Monocyte
2855,Monocyte
4620,Neutrophil
5209,HSPC
5209,Neutrophil
3904,Baso
1266,Neutrophil
784,Monocyte
5621,Monocyte
2791,Monocyte
3631,Monocyte
3631,Monocyte
3932,HSPC
4948,Monocyte
2848,HSPC
2381,Neutrophil
1555,Monocyte
5842,HSPC
2282,Baso
2583,Neutrophil
5795,HSPC
3096,Monocyte
2247,HSPC
2005,Monocyte
5302,HSPC
2660,Monocyte
2632,Baso
3840,Monocyte
3383,Baso
1839,Neutrophil
952,Monocyte
4912,Baso
962,Neutrophil
5768,HSPC
5236,HSPC
2015,HSPC
3804,Neutrophil
2091,HSPC
4879,Neutrophil
766,Neutrophil
766,Monocyte
5142,HSPC
850,Monocyte
1470,HSPC
3840,Neutrophil
2791,Monocyte
1555,Monocyte
1583,Monocyte
510,Neutrophil
965,Neutrophil
2417,Baso
5226,Monocyte
1820,Neutrophil
2369,Neutrophil
2008,Neutrophil
1377,Neutrophil
5842,HSPC
2247,Neutrophil
5144,Neutrophil
2191,Monocyte
292,Monocyte
2811,Neutrophil
2423,Neutrophil
4897,Monocyte
655,Neutrophil
716,Neutrophil
5768,HSPC
2415,Neutrophil
292,HSPC
609,Baso
5295,Baso
1180,Baso
2367,Baso
4730,Monocyte
2883,Neutrophil
998,Erythroid
1604,Neutrophil
3966,HSPC
2294,Neutrophil
4942,Neutrophil
292,HSPC
3902,Baso
3671,HSPC
2811,Neutrophil
3840,Monocyte
2199,Neutrophil
2189,Neutrophil
5209,Monocyte
3682,Baso
1978,Neutrophil
3489,HSPC
2722,Baso
1892,Monocyte
3096,Neutrophil
2764,Neutrophil
5295,Baso
3301,HSPC
398,HSPC
1261,Neutrophil
56,Neutrophil
5281,Baso
3883,HSPC
3804,HSPC
3682,Baso
5209,Neutrophil
3093,Baso
516,Baso
4608,Baso
497,Neutrophil
3991,HSPC
254,Neutrophil
4912,Baso
1839,Neutrophil
510,Neutrophil
3991,HSPC
1099,Neutrophil
5745,Baso
3840,Monocyte
3549,Monocyte
4023,Baso
1095,Neutrophil
5194,Monocyte
2791,Monocyte
2811,Neutrophil
2255,Baso
4948,Monocyte
2791,Monocyte
4005,HSPC
1978,Neutrophil
766,Monocyte
4908,Monocyte
5591,HSPC
2110,Neutrophil
5717,HSPC
2010,Baso
3840,Neutrophil
850,Monocyte
3188,Baso
2417,Baso
3972,Baso
5768,HSPC
766,Neutrophil
609,Baso
1325,Baso
2423,Neutrophil
4854,HSPC
5745,Baso
2224,Monocyte
5146,Neutrophil
1325,Baso
3991,HSPC
766,Neutrophil
2764,Neutrophil
3286,Baso
285,Neutrophil
5281,Baso
5795,HSPC
5663,Baso
352,HSPC
4858,Monocyte
5647,Lymphoid
1325,Baso
1325,Baso
3516,Baso
2501,Baso
2884,Neutrophil
5446,Neutrophil
1484,Neutrophil
3592,Baso
766,Monocyte
2199,Neutrophil
3753,Neutrophil
509,HSPC
1712,HSPC
1476,Neutrophil
3883,HSPC
3753,Neutrophil
1484,Neutrophil
1259,Baso
5807,Monocyte
2673,Monocyte
982,Baso
3374,Baso
962,Neutrophil
5220,Neutrophil
3991,HSPC
5858,Monocyte
1691,Neutrophil
2224,HSPC
3631,Neutrophil
3991,Monocyte
2592,Neutrophil
2224,HSPC
392,Neutrophil
3598,Monocyte
3585,HSPC
4743,Baso
815,Neutrophil
3902,Baso
5573,Monocyte
1180,Baso
2580,HSPC
2848,HSPC
2810,HSPC
3806,Monocyte
2367,Baso
1353,Baso
982,Baso
4904,Baso
3585,Baso
4730,Monocyte
356,Neutrophil
593,Monocyte
3840,HSPC
2002,HSPC
1004,Neutrophil
285,Neutrophil
1370,Baso
609,Baso
2282,Baso
815,Neutrophil
732,Monocyte
1545,Neutrophil
2673,Monocyte
1679,Neutrophil
2224,Neutrophil
4635,Neutrophil
5739,HSPC
1099,Neutrophil
3096,Neutrophil
4879,Neutrophil
3803,Baso
2423,Neutrophil
3966,HSPC
456,Monocyte
1332,Neutrophil
4721,Neutrophil
982,Baso
2580,HSPC
3345,HSPC
4723,Baso
4023,Baso
510,Neutrophil
4401,Baso
4921,Neutrophil
2921,Monocyte
3631,Monocyte
1691,Neutrophil
5302,HSPC
2539,HSPC
1261,HSPC
2255,Baso
4222,Baso
1839,Neutrophil
3598,Monocyte
4942,Neutrophil
1370,Baso
1099,HSPC
766,Neutrophil
2005,Neutrophil
1999,Neutrophil
5776,Neutrophil
3265,HSPC
222,Monocyte
5801,Neutrophil
5263,HSPC
2583,Neutrophil
4730,Monocyte
301,Neutrophil
3932,HSPC
4419,HSPC
1840,Baso
273,Monocyte
5515,Neutrophil
2002,Neutrophil
2191,Monocyte
5715,Baso
2,Neutrophil
2164,HSPC
4812,Erythroid
3979,Baso
5205,Neutrophil
2256,Baso
2282,Baso
2222,Monocyte
3446,Neutrophil
4818,Baso
2005,HSPC
1405,Baso
2791,Monocyte
4334,Baso
5236,HSPC
2423,Neutrophil
5718,Monocyte
5858,Monocyte
5515,Neutrophil
4912,Baso
5796,Baso
1588,HSPC
850,Monocyte
3182,Neutrophil
2791,Monocyte
4082,Monocyte
2592,Neutrophil
626,Baso
1839,Neutrophil
3753,Neutrophil
4858,Monocyte
292,Monocyte
5573,Monocyte
2496,HSPC
2722,Baso
5553,Neutrophil
2381,Neutrophil
965,Neutrophil
962,HSPC
766,Monocyte
3804,Neutrophil
2282,Baso
1484,Neutrophil
1180,Baso
3408,Monocyte
1095,Neutrophil
4758,Baso
1527,Neutrophil
2683,Neutrophil
2367,Baso
2381,Neutrophil
3804,HSPC
56,Neutrophil
3991,HSPC
3193,Monocyte
3007,Monocyte
5796,Baso
3265,HSPC
2256,HSPC
285,Neutrophil
917,Monocyte
5295,Baso
1266,Neutrophil
850,Monocyte
285,Neutrophil
2954,HSPC
3979,Baso
392,Neutrophil
3991,HSPC
2877,Neutrophil
2673,HSPC
5648,Monocyte
2222,Neutrophil
3250,Erythroid
2200,Neutrophil
5024,Baso
4566,HSPC
1370,Baso
4897,Monocyte
3275,Monocyte
5807,Neutrophil
4948,Neutrophil
1343,Baso
3198,Monocyte
2884,Neutrophil
739,Monocyte
5648,Monocyte
1158,Baso
5209,Monocyte
285,Neutrophil
1915,Baso
5170,Neutrophil
739,Monocyte
2131,HSPC
5776,Neutrophil
346,HSPC
301,Neutrophil
2834,HSPC
2791,Monocyte
4635,Neutrophil
1839,Neutrophil
4833,HSPC
2791,Monocyte
4155,Monocyte
1370,Baso
4730,Monocyte
4635,Neutrophil
301,Neutrophil
5776,Neutrophil
3592,Baso
716,Neutrophil
5205,Neutrophil
3991,HSPC
99,HSPC
5295,Baso
5295,Baso
301,Neutrophil
2417,Baso
4609,Baso
1373,Monocyte
4334,Baso
2722,Baso
332,Baso
2191,Monocyte
2954,HSPC
2190,HSPC
2005,HSPC
2954,Monocyte
3646,HSPC
3991,HSPC
5776,Neutrophil
5515,Neutrophil
4381,HSPC
392,Neutrophil
4949,Baso
5745,Baso
3991,HSPC
2247,HSPC
4968,HSPC
2224,Neutrophil
5623,HSPC
4721,Neutrophil
2719,Monocyte
301,Neutrophil
3489,HSPC
4948,Monocyte
1184,HSPC
982,Baso
3966,HSPC
2224,Monocyte
5209,Neutrophil
3991,Monocyte
2834,Neutrophil
2606,Monocyte
392,Neutrophil
5807,HSPC
456,Monocyte
2287,Baso
4609,Baso
5807,HSPC
4419,Baso
3366,Erythroid
4222,Baso
2195,Monocyte
3840,HSPC
2,Neutrophil
917,Monocyte
3522,HSPC
2200,Neutrophil
2224,HSPC
609,Baso
3671,HSPC
4739,Monocyte
1484,Neutrophil
4608,Baso
2810,Baso
4635,Neutrophil
1843,Neutrophil
4912,Baso
3753,Neutrophil
2294,Neutrophil
5573,Monocyte
99,HSPC
2224,HSPC
3682,Baso
5138,Neutrophil
2189,Neutrophil
3851,HSPC
693,Neutrophil
4730,Monocyte
2189,HSPC
3840,HSPC
3991,HSPC
3991,Monocyte
3206,Neutrophil
2791,Monocyte
962,Neutrophil
1325,Baso
4620,Neutrophil
1588,Monocyte
516,Baso
510,Neutrophil
2683,Neutrophil
5745,Baso
5591,Neutrophil
3902,Baso
2457,Baso
1353,Baso
3324,Neutrophil
1691,Neutrophil
1095,Neutrophil
3992,Neutrophil
4948,Monocyte
5137,Neutrophil
3932,HSPC
285,Neutrophil
2189,Neutrophil
4948,HSPC
3924,Neutrophil
1620,Neutrophil
5281,Baso
238,HSPC
1158,Baso
102,HSPC
3093,Baso
1691,Neutrophil
1930,Neutrophil
3839,Neutrophil
626,Baso
2417,Baso
3991,Monocyte
1325,HSPC
4085,Neutrophil
233,HSPC
3830,Neutrophil
4739,Monocyte
2,Neutrophil
766,Monocyte
4730,Monocyte
3924,Neutrophil
2539,HSPC
3671,HSPC
1004,Neutrophil
2423,Neutrophil
4948,Monocyte
5209,Monocyte
5718,Monocyte
693,Neutrophil
1353,Baso
1712,HSPC
3015,Monocyte
3840,HSPC
4609,Baso
4845,Monocyte
1024,Neutrophil
104,Neutrophil
2005,HSPC
1691,Neutrophil
510,Neutrophil
292,Monocyte
716,Neutrophil
2282,Baso
3902,Baso
1266,Neutrophil
1779,Baso
3840,HSPC
3301,Neutrophil
99,HSPC
5446,Neutrophil
5295,Baso
3932,HSPC
4739,Monocyte
5209,Monocyte
2834,HSPC
1555,Monocyte
2015,Neutrophil
210,Monocyte
5793,HSPC
5144,Neutrophil
5647,Lymphoid
5220,Neutrophil
1691,Neutrophil
3839,Neutrophil
1212,Neutrophil
222,Monocyte
5648,Monocyte
2224,Monocyte
2501,Baso
210,Monocyte
2834,Monocyte
1454,Neutrophil
1503,Baso
1258,Baso
5648,Monocyte
3383,Baso
917,Monocyte
766,Monocyte
5718,Monocyte
